org.jsoup.nodes.Element,getElementsByAttributeValue,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueContaining,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueEnding,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueMatching,compile org.jsoup.helper.Regex | collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueMatching,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueNot,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByAttributeValueStarting,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByClass,notEmpty org.jsoup.helper.Validate | collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByIndexEquals,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByIndexGreaterThan,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByIndexLessThan,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsByTag,notEmpty org.jsoup.helper.Validate | normalize org.jsoup.internal.Normalizer | collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsContainingOwnText,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsContainingText,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsMatchingOwnText,compile org.jsoup.helper.Regex | collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsMatchingOwnText,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsMatchingText,compile org.jsoup.helper.Regex | collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,getElementsMatchingText,collect org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,hasAttributes,,,
org.jsoup.nodes.Element,hasChildNodes,,,
org.jsoup.nodes.Element,hasClass,getIgnoreCase org.jsoup.nodes.Attributes | length java.lang.String | length java.lang.String | equalsIgnoreCase java.lang.String | isWhitespace java.lang.Character | charAt java.lang.String | regionMatches java.lang.String | regionMatches java.lang.String | ,,
org.jsoup.nodes.Element,hasText,isBlank org.jsoup.nodes.TextNode | set java.util.concurrent.atomic.AtomicBoolean | get java.util.concurrent.atomic.AtomicBoolean | ,filter org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,hasValidChildren,,,
org.jsoup.nodes.Element,html,borrowBuilder org.jsoup.internal.StringUtil | releaseBuilder org.jsoup.internal.StringUtil | prettyPrint org.jsoup.nodes.Document$OutputSettings | outputSettings org.jsoup.nodes.NodeUtils | trim java.lang.String | ,html org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,html,firstChild org.jsoup.nodes.Node | printerFor org.jsoup.nodes.Printer | wrap org.jsoup.internal.QuietAppendable | traverse org.jsoup.select.NodeVisitor | nextSibling org.jsoup.nodes.Node | ,,
org.jsoup.nodes.Element,html,,empty org.jsoup.nodes.Element | append org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,id,getIgnoreCase org.jsoup.nodes.Attributes | ,,
org.jsoup.nodes.Element,id,notNull org.jsoup.helper.Validate | ,attr org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,indexInList,size java.util.List | get java.util.List | ,,
org.jsoup.nodes.Element,insertChildren,notNull org.jsoup.helper.Validate | isTrue org.jsoup.helper.Validate | addChildren org.jsoup.nodes.Node | toArray java.util.Collection | ,childNodeSize org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,insertChildren,notNull org.jsoup.helper.Validate | isTrue org.jsoup.helper.Validate | addChildren org.jsoup.nodes.Node | ,childNodeSize org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,invalidateChildren,,,
org.jsoup.nodes.Element,is,evaluatorOf org.jsoup.select.Selector | ,is org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,is,matches org.jsoup.select.Evaluator | ,root org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,isBlock,isBlock org.jsoup.parser.Tag | ,,
org.jsoup.nodes.Element,iterator,,,
org.jsoup.nodes.Element,lastElementChild,size java.util.ArrayList | get java.util.ArrayList | ,,
org.jsoup.nodes.Element,lastElementSibling,,parent org.jsoup.nodes.Element | lastElementChild org.jsoup.nodes.Element | parent org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,nextElementSiblings,,nextElementSiblings org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,nextElementSiblings,add java.util.ArrayList | nextAll org.jsoup.select.Elements | prevAll org.jsoup.select.Elements | ,,
org.jsoup.nodes.Element,nodeName,getName org.jsoup.parser.Tag | ,,
org.jsoup.nodes.Element,nodeValue,,wholeOwnText org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,normalName,normalName org.jsoup.parser.Tag | ,,
org.jsoup.nodes.Element,outerHtmlHead,syntax org.jsoup.nodes.Document$OutputSettings | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | html org.jsoup.nodes.Attributes | isEmpty java.util.ArrayList | syntax org.jsoup.nodes.Document$OutputSettings | equals java.lang.String | namespace org.jsoup.parser.Tag | is org.jsoup.parser.Tag | isKnownTag org.jsoup.parser.Tag | isEmpty org.jsoup.parser.Tag | isSelfClosing org.jsoup.parser.Tag | append org.jsoup.internal.QuietAppendable | isEmpty org.jsoup.parser.Tag | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | ,safeTagName org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,outerHtmlTail,isEmpty java.util.ArrayList | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | syntax org.jsoup.nodes.Document$OutputSettings | ,safeTagName org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,ownText,borrowBuilder org.jsoup.internal.StringUtil | trim java.lang.String | releaseBuilder org.jsoup.internal.StringUtil | ,ownText org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,ownText,get java.util.ArrayList | nameIs org.jsoup.nodes.Node | lastCharIsWhitespace org.jsoup.nodes.TextNode | append java.lang.StringBuilder | ,childNodeSize org.jsoup.nodes.Element | appendNormalisedText org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,parent,,,
org.jsoup.nodes.Element,parents,nameIs org.jsoup.nodes.Node | add java.util.ArrayList | ,parent org.jsoup.nodes.Element | parent org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,prepend,notNull org.jsoup.helper.Validate | parseFragmentInput org.jsoup.parser.Parser | parser org.jsoup.nodes.NodeUtils | addChildren org.jsoup.nodes.Node | toArray java.util.List | ,baseUri org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,prependChild,notNull org.jsoup.helper.Validate | addChildren org.jsoup.nodes.Node | ,,
org.jsoup.nodes.Element,prependChildren,,insertChildren org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,prependElement,namespace org.jsoup.parser.Tag | ,prependElement org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,prependElement,parser org.jsoup.nodes.NodeUtils | valueOf org.jsoup.parser.TagSet | tagSet org.jsoup.parser.Parser | settings org.jsoup.parser.Parser | ,baseUri org.jsoup.nodes.Element | prependChild org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,prependText,notNull org.jsoup.helper.Validate | ,prependChild org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,preserveWhitespace,preserveWhitespace org.jsoup.parser.Tag | ,parent org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,previousElementSiblings,,nextElementSiblings org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,reindexChildren,size java.util.ArrayList | setSiblingIndex org.jsoup.nodes.Node | get java.util.ArrayList | ,,
org.jsoup.nodes.Element,removeAttr,removeAttr org.jsoup.nodes.Node | ,,
org.jsoup.nodes.Element,removeClass,notNull org.jsoup.helper.Validate | remove java.util.Set | ,classNames org.jsoup.nodes.Element | classNames org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,root,root org.jsoup.nodes.Node | ,,
org.jsoup.nodes.Element,safeTagName,xmlSafeTagName org.jsoup.internal.Normalizer | ,tagName org.jsoup.nodes.Element | tagName org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,searchUpForAttribute,hasKey org.jsoup.nodes.Attributes | get org.jsoup.nodes.Attributes | ,parent org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,select,select org.jsoup.select.Selector | ,,
org.jsoup.nodes.Element,select,select org.jsoup.select.Selector | ,,
org.jsoup.nodes.Element,selectFirst,selectFirst org.jsoup.select.Selector | ,,
org.jsoup.nodes.Element,selectFirst,findFirst org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,selectFirstNode,evaluatorOf org.jsoup.select.Selector | ,selectFirstNode org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,selectFirstNode,findFirstNode org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,selectNodes,,selectNodes org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,selectNodes,notEmpty org.jsoup.helper.Validate | evaluatorOf org.jsoup.select.Selector | ,selectNodes org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,selectNodes,,selectNodes org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,selectNodes,notNull org.jsoup.helper.Validate | collectNodes org.jsoup.select.Collector | ,,
org.jsoup.nodes.Element,selectStream,selectStream org.jsoup.select.Selector | ,,
org.jsoup.nodes.Element,selectStream,selectStream org.jsoup.select.Selector | ,,
org.jsoup.nodes.Element,selectXpath,selectXpath org.jsoup.nodes.NodeUtils | ,,
org.jsoup.nodes.Element,selectXpath,selectXpath org.jsoup.nodes.NodeUtils | ,,
org.jsoup.nodes.Element,shallowClone,isEmpty java.lang.String | clone org.jsoup.nodes.Attributes | ,baseUri org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,siblingElements,size java.util.List | add java.util.ArrayList | ,childElementsList org.jsoup.nodes.Element | parent org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,stashChildren,userData org.jsoup.nodes.Attributes | put java.util.Map | put java.util.Map | modCount org.jsoup.nodes.Element$NodeList | ,attributes org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,stream,stream org.jsoup.nodes.NodeUtils | ,,
org.jsoup.nodes.Element,tag,,,
org.jsoup.nodes.Element,tag,notNull org.jsoup.helper.Validate | ,,
org.jsoup.nodes.Element,tagName,getName org.jsoup.parser.Tag | ,,
org.jsoup.nodes.Element,tagName,namespace org.jsoup.parser.Tag | ,tagName org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,tagName,notEmptyParam org.jsoup.helper.Validate | notEmptyParam org.jsoup.helper.Validate | parser org.jsoup.nodes.NodeUtils | valueOf org.jsoup.parser.TagSet | tagSet org.jsoup.parser.Parser | settings org.jsoup.parser.Parser | ,,
org.jsoup.nodes.Element,text,borrowBuilder org.jsoup.internal.StringUtil | traverse org.jsoup.select.NodeVisitor | trim java.lang.String | releaseBuilder org.jsoup.internal.StringUtil | ,,
org.jsoup.nodes.Element,text,notNull org.jsoup.helper.Validate | is org.jsoup.parser.Tag | ,empty org.jsoup.nodes.Element | tag org.jsoup.nodes.Element | appendChild org.jsoup.nodes.Element | appendChild org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,textNodes,,filterNodes org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,toggleClass,notNull org.jsoup.helper.Validate | contains java.util.Set | remove java.util.Set | add java.util.Set | ,classNames org.jsoup.nodes.Element | classNames org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,traverse,traverse org.jsoup.nodes.Node | ,,
org.jsoup.nodes.Element,uniqueIdSelector,isEmpty java.lang.String | escapeCssIdentifier org.jsoup.parser.TokenQueue | size java.util.ArrayList | get java.util.ArrayList | ,id org.jsoup.nodes.Element | select org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,val,attr org.jsoup.nodes.Node | ,elementIs org.jsoup.nodes.Element | text org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,val,,elementIs org.jsoup.nodes.Element | text org.jsoup.nodes.Element | attr org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,wholeOwnText,stream java.util.Collection | ,wholeTextOf org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,wholeText,nodeStream org.jsoup.nodes.Node | ,wholeTextOf org.jsoup.nodes.Element | ,
org.jsoup.nodes.Element,wholeTextOf,collect java.util.stream.Stream | map java.util.stream.Stream | getWholeText org.jsoup.nodes.TextNode | nameIs org.jsoup.nodes.Node | joining org.jsoup.internal.StringUtil | ,,
org.jsoup.nodes.Element,wrap,wrap org.jsoup.nodes.Node | ,,
org.jsoup.helper.RequestExecutor,execute,,,
org.jsoup.helper.RequestExecutor,responseBody,,,
org.jsoup.helper.RequestExecutor,safeClose,,,
org.jsoup.select.StructuralEvaluator$PreviousSibling,cost,cost org.jsoup.select.Evaluator | ,,
org.jsoup.select.StructuralEvaluator$PreviousSibling,evaluateMatch,firstSibling org.jsoup.nodes.Node | nextSibling org.jsoup.nodes.Node | memoMatches org.jsoup.select.StructuralEvaluator | ,,
org.jsoup.select.StructuralEvaluator$PreviousSibling,toString,format java.lang.String | ,,
org.jsoup.select.Evaluator$ContainsWholeText,cost,,,
org.jsoup.select.Evaluator$ContainsWholeText,matches,contains java.lang.String | wholeText org.jsoup.nodes.Element | ,,
org.jsoup.select.Evaluator$ContainsWholeText,toString,format java.lang.String | ,,
org.jsoup.internal.StringUtil,appendNormalisedWhitespace,length java.lang.String | charCount java.lang.Character | codePointAt java.lang.String | append java.lang.StringBuilder | appendCodePoint java.lang.StringBuilder | ,isActuallyWhitespace org.jsoup.internal.StringUtil | isInvisibleChar org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,borrowBuilder,borrow org.jsoup.internal.SoftPool | ,,
org.jsoup.internal.StringUtil,in,equals java.lang.String | ,,
org.jsoup.internal.StringUtil,inSorted,binarySearch java.util.Arrays | ,,
org.jsoup.internal.StringUtil,isActuallyWhitespace,,,
org.jsoup.internal.StringUtil,isAscii,notNull org.jsoup.helper.Validate | length java.lang.String | charAt java.lang.String | ,,
org.jsoup.internal.StringUtil,isAsciiLetter,,,
org.jsoup.internal.StringUtil,isBlank,isEmpty java.lang.String | length java.lang.String | codePointAt java.lang.String | ,isWhitespace org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,isDigit,,,
org.jsoup.internal.StringUtil,isHexDigit,,isDigit org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,isInvisibleChar,,,
org.jsoup.internal.StringUtil,isNumeric,length java.lang.String | length java.lang.String | charAt java.lang.String | ,isDigit org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,isWhitespace,,,
org.jsoup.internal.StringUtil,join,asList java.util.Arrays | ,join org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,join,iterator java.util.Collection | ,join org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,join,hasNext java.util.Iterator | toString java.lang.Object | next java.util.Iterator | hasNext java.util.Iterator | add org.jsoup.internal.StringUtil$StringJoiner | hasNext java.util.Iterator | add org.jsoup.internal.StringUtil$StringJoiner | next java.util.Iterator | complete org.jsoup.internal.StringUtil$StringJoiner | ,,
org.jsoup.internal.StringUtil,joining,of java.util.stream.Collector | append org.jsoup.internal.StringUtil$StringJoiner | complete org.jsoup.internal.StringUtil$StringJoiner | ,,
org.jsoup.internal.StringUtil,normaliseWhitespace,,borrowBuilder org.jsoup.internal.StringUtil | appendNormalisedWhitespace org.jsoup.internal.StringUtil | releaseBuilder org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,padding,,padding org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,padding,isTrue org.jsoup.helper.Validate | isTrue org.jsoup.helper.Validate | min java.lang.Math | valueOf java.lang.String | ,,
org.jsoup.internal.StringUtil,releaseBuilder,notNull org.jsoup.helper.Validate | toString java.lang.StringBuilder | ,releaseBuilderVoid org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,releaseBuilderVoid,length java.lang.AbstractStringBuilder | delete java.lang.StringBuilder | length java.lang.AbstractStringBuilder | release org.jsoup.internal.SoftPool | ,,
org.jsoup.internal.StringUtil,resolve,toExternalForm java.net.URL | toExternalForm java.net.URL | find java.util.regex.Matcher | matcher java.util.regex.Pattern | ,stripControlChars org.jsoup.internal.StringUtil | stripControlChars org.jsoup.internal.StringUtil | resolve org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,resolve,startsWith java.lang.String | getPath java.net.URL | replaceFirst java.util.regex.Matcher | matcher java.util.regex.Pattern | getFile java.net.URL | getRef java.net.URL | getRef java.net.URL | getProtocol java.net.URL | getHost java.net.URL | getPort java.net.URL | ,stripControlChars org.jsoup.internal.StringUtil | ,
org.jsoup.internal.StringUtil,startsWithNewline,length java.lang.String | charAt java.lang.String | ,,
org.jsoup.internal.StringUtil,stripControlChars,replaceAll java.util.regex.Matcher | matcher java.util.regex.Pattern | ,,
org.jsoup.parser.Token$EOF,reset,reset org.jsoup.parser.Token | ,,
org.jsoup.parser.Token$EOF,toString,,,
org.jsoup.safety.Cleaner,clean,notNull org.jsoup.helper.Validate | createShell org.jsoup.nodes.Document | baseUri org.jsoup.nodes.Element | body org.jsoup.nodes.Document | body org.jsoup.nodes.Document | outputSettings org.jsoup.nodes.Document | clone org.jsoup.nodes.Document$OutputSettings | outputSettings org.jsoup.nodes.Document | ,copySafeNodes org.jsoup.safety.Cleaner | ,
org.jsoup.safety.Cleaner,copySafeNodes,traverse org.jsoup.select.NodeVisitor | ,,
org.jsoup.safety.Cleaner,createSafeElement,shallowClone org.jsoup.nodes.Element | tagName org.jsoup.nodes.Element | attributes org.jsoup.nodes.Element | clearAttributes org.jsoup.nodes.Element | attributes org.jsoup.nodes.Element | isSafeAttribute org.jsoup.safety.Safelist | put org.jsoup.nodes.Attributes | getEnforcedAttributes org.jsoup.safety.Safelist | nameIs org.jsoup.nodes.Node | equals java.lang.String | get org.jsoup.nodes.Attributes | absUrl org.jsoup.nodes.Node | baseUri org.jsoup.nodes.Element | isEmpty java.lang.String | isEmpty java.lang.String | startsWith java.lang.String | remove org.jsoup.nodes.Attributes | addAll org.jsoup.nodes.Attributes | addAll org.jsoup.nodes.Attributes | attributes org.jsoup.nodes.Element | ,,
org.jsoup.safety.Cleaner,isValid,notNull org.jsoup.helper.Validate | createShell org.jsoup.nodes.Document | baseUri org.jsoup.nodes.Element | body org.jsoup.nodes.Document | body org.jsoup.nodes.Document | isEmpty java.util.List | childNodes org.jsoup.nodes.Node | head org.jsoup.nodes.Document | ,copySafeNodes org.jsoup.safety.Cleaner | ,
org.jsoup.safety.Cleaner,isValidBodyHtml,preserveRelativeLinks org.jsoup.safety.Safelist | createShell org.jsoup.nodes.Document | createShell org.jsoup.nodes.Document | tracking org.jsoup.parser.ParseErrorList | parseFragment org.jsoup.parser.Parser | body org.jsoup.nodes.Document | insertChildren org.jsoup.nodes.Element | body org.jsoup.nodes.Document | body org.jsoup.nodes.Document | body org.jsoup.nodes.Document | isEmpty java.util.ArrayList | ,copySafeNodes org.jsoup.safety.Cleaner | ,
org.jsoup.select.Evaluator$AllElements,cost,,,
org.jsoup.select.Evaluator$AllElements,matches,,,
org.jsoup.select.Evaluator$AllElements,toString,,,
org.jsoup.select.StructuralEvaluator$ImmediatePreviousSibling,cost,cost org.jsoup.select.Evaluator | ,,
org.jsoup.select.StructuralEvaluator$ImmediatePreviousSibling,evaluateMatch,previousSibling org.jsoup.nodes.Node | previousElementSibling org.jsoup.nodes.Node | memoMatches org.jsoup.select.StructuralEvaluator | ,,
org.jsoup.select.StructuralEvaluator$ImmediatePreviousSibling,toString,format java.lang.String | ,,
org.jsoup.select.Selector,escapeCssIdentifier,escapeCssIdentifier org.jsoup.parser.TokenQueue | ,,
org.jsoup.select.Selector,evaluatorOf,parse org.jsoup.select.QueryParser | ,,
org.jsoup.select.Selector,filterOut,equals org.jsoup.nodes.Node | add java.util.ArrayList | ,,
org.jsoup.select.Selector,select,notEmpty org.jsoup.helper.Validate | notNull org.jsoup.helper.Validate | forEach java.util.stream.Stream | filter java.util.stream.Stream | ,evaluatorOf org.jsoup.select.Selector | selectStream org.jsoup.select.Selector | ,
org.jsoup.select.Selector,select,notEmpty org.jsoup.helper.Validate | ,select org.jsoup.select.Selector | evaluatorOf org.jsoup.select.Selector | ,
org.jsoup.select.Selector,select,notNull org.jsoup.helper.Validate | notNull org.jsoup.helper.Validate | collect org.jsoup.select.Collector | ,,
org.jsoup.select.Selector,selectFirst,notEmpty org.jsoup.helper.Validate | notNull org.jsoup.helper.Validate | findFirst org.jsoup.select.Collector | ,evaluatorOf org.jsoup.select.Selector | ,
org.jsoup.select.Selector,selectFirst,notEmpty org.jsoup.helper.Validate | findFirst org.jsoup.select.Collector | ,evaluatorOf org.jsoup.select.Selector | ,
org.jsoup.select.Selector,selectStream,notEmpty org.jsoup.helper.Validate | ,selectStream org.jsoup.select.Selector | evaluatorOf org.jsoup.select.Selector | ,
org.jsoup.select.Selector,selectStream,notNull org.jsoup.helper.Validate | notNull org.jsoup.helper.Validate | stream org.jsoup.select.Collector | ,,
org.jsoup.select.Selector,unescapeCssIdentifier,consumeCssIdentifier org.jsoup.parser.TokenQueue | ,,
org.jsoup.nodes.Attributes$Dataset$DatasetIterator,hasNext,hasNext java.util.Iterator | next java.util.Iterator | isDataAttribute org.jsoup.nodes.Attribute | ,,
org.jsoup.nodes.Attributes$Dataset$DatasetIterator,next,substring java.lang.String | getKey org.jsoup.nodes.Attribute | length java.lang.String | getValue org.jsoup.nodes.Attribute | ,,
org.jsoup.nodes.Attributes$Dataset$DatasetIterator,remove,remove org.jsoup.nodes.Attributes | getKey org.jsoup.nodes.Attribute | ,,
org.jsoup.nodes.DocumentType,has,isBlank org.jsoup.internal.StringUtil | attr org.jsoup.nodes.LeafNode | ,,
org.jsoup.nodes.DocumentType,name,attr org.jsoup.nodes.LeafNode | ,,
org.jsoup.nodes.DocumentType,nodeName,,,
org.jsoup.nodes.DocumentType,outerHtmlHead,syntax org.jsoup.nodes.Document$OutputSettings | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | attr org.jsoup.nodes.LeafNode | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | attr org.jsoup.nodes.LeafNode | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | attr org.jsoup.nodes.LeafNode | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | append org.jsoup.internal.QuietAppendable | attr org.jsoup.nodes.LeafNode | append org.jsoup.internal.QuietAppendable | ,has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | ,
org.jsoup.nodes.DocumentType,publicId,attr org.jsoup.nodes.LeafNode | ,,
org.jsoup.nodes.DocumentType,setPubSysKey,attr org.jsoup.nodes.LeafNode | ,,
org.jsoup.nodes.DocumentType,systemId,attr org.jsoup.nodes.LeafNode | ,,
org.jsoup.nodes.DocumentType,updatePubSyskey,add org.jsoup.nodes.Attributes | attributes org.jsoup.nodes.LeafNode | add org.jsoup.nodes.Attributes | attributes org.jsoup.nodes.LeafNode | ,has org.jsoup.nodes.DocumentType | has org.jsoup.nodes.DocumentType | ,
org.jsoup.examples.HtmlToPlainText$FormattingVisitor,append,startsWith java.lang.String | equals java.lang.String | length java.lang.AbstractStringBuilder | in org.jsoup.internal.StringUtil | substring java.lang.AbstractStringBuilder | length java.lang.AbstractStringBuilder | length java.lang.String | split java.lang.String | length java.lang.String | append java.lang.StringBuilder | append java.lang.StringBuilder | length java.lang.String | append java.lang.StringBuilder | length java.lang.String | append java.lang.StringBuilder | length java.lang.String | ,,
org.jsoup.examples.HtmlToPlainText$FormattingVisitor,head,nodeName org.jsoup.nodes.Node | text org.jsoup.nodes.TextNode | equals java.lang.String | equals java.lang.String | in org.jsoup.internal.StringUtil | ,append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | ,
org.jsoup.examples.HtmlToPlainText$FormattingVisitor,tail,nodeName org.jsoup.nodes.Node | in org.jsoup.internal.StringUtil | equals java.lang.String | format java.lang.String | absUrl org.jsoup.nodes.Node | ,append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | append org.jsoup.examples.HtmlToPlainText$FormattingVisitor | ,
org.jsoup.examples.HtmlToPlainText$FormattingVisitor,toString,toString java.lang.StringBuilder | ,,
org.jsoup.helper.HttpConnection$Base,addHeader,notEmptyParam org.jsoup.helper.Validate | isEmpty java.util.List | put java.util.Map | add java.util.List | ,headers org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,cookie,notEmptyParam org.jsoup.helper.Validate | get java.util.Map | ,,
org.jsoup.helper.HttpConnection$Base,cookie,notEmptyParam org.jsoup.helper.Validate | notNullParam org.jsoup.helper.Validate | put java.util.Map | ,,
org.jsoup.helper.HttpConnection$Base,cookies,,,
org.jsoup.helper.HttpConnection$Base,getHeadersCaseInsensitive,notNull org.jsoup.helper.Validate | entrySet java.util.Map | equalsIgnoreCase java.lang.String | getKey java.util.Map$Entry | getValue java.util.Map$Entry | emptyList java.util.Collections | ,,
org.jsoup.helper.HttpConnection$Base,hasCookie,notEmptyParam org.jsoup.helper.Validate | containsKey java.util.Map | ,,
org.jsoup.helper.HttpConnection$Base,hasHeader,notEmptyParam org.jsoup.helper.Validate | isEmpty java.util.List | ,getHeadersCaseInsensitive org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,hasHeaderWithValue,notEmpty org.jsoup.helper.Validate | notEmpty org.jsoup.helper.Validate | equalsIgnoreCase java.lang.String | ,headers org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,header,notNullParam org.jsoup.helper.Validate | isEmpty java.util.List | join org.jsoup.internal.StringUtil | ,getHeadersCaseInsensitive org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,header,notEmptyParam org.jsoup.helper.Validate | ,removeHeader org.jsoup.helper.HttpConnection$Base | addHeader org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,headers,size java.util.Map | entrySet java.util.Map | getKey java.util.Map$Entry | getValue java.util.Map$Entry | isEmpty java.util.List | put java.util.HashMap | get java.util.List | ,,
org.jsoup.helper.HttpConnection$Base,headers,notEmptyParam org.jsoup.helper.Validate | ,getHeadersCaseInsensitive org.jsoup.helper.HttpConnection$Base | ,
org.jsoup.helper.HttpConnection$Base,method,,,
org.jsoup.helper.HttpConnection$Base,method,notNullParam org.jsoup.helper.Validate | ,,
org.jsoup.helper.HttpConnection$Base,multiHeaders,,,
org.jsoup.helper.HttpConnection$Base,removeCookie,notEmptyParam org.jsoup.helper.Validate | remove java.util.Map | ,,
org.jsoup.helper.HttpConnection$Base,removeHeader,notEmptyParam org.jsoup.helper.Validate | remove java.util.Map | getKey java.util.Map$Entry | ,scanHeaders org.jsoup.helper.HttpConnection$Base | ,
