File,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\MapSerializer.java,com.alibaba.fastjson.serializer.MapSerializer,4.0,0.0,33.0,7.0,0.175,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastJsonHttpMessageConverter.java,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter$Spring4TypeResolvableHelper,0.0,-1.0,11.0,1.0,0.083333336,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\MappingFastJsonValue.java,com.alibaba.fastjson.support.spring.MappingFastJsonValue,0.0,-1.0,1.0,11.0,0.9166667,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\JavaObjectDeserializer.java,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,0.0,-1.0,9.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\BigDecimalCodec.java,com.alibaba.fastjson.serializer.BigDecimalCodec,0.0,-1.0,14.0,2.0,0.125,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\ContextObjectDeserializer.java,com.alibaba.fastjson.parser.deserializer.ContextObjectDeserializer,0.0,-1.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\AppendableSerializer.java,com.alibaba.fastjson.serializer.AppendableSerializer,0.0,-1.0,2.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\JSONToken.java,com.alibaba.fastjson.parser.JSONToken,0.0,-1.0,0.0,26.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\retrofit\Retrofit2ConverterFactory.java,com.alibaba.fastjson.support.retrofit.Retrofit2ConverterFactory$ResponseBodyConverter,0.0,-1.0,6.0,1.0,0.14285715,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\ServiceLoader.java,com.alibaba.fastjson.util.ServiceLoader,0.0,-1.0,2.0,1.0,0.33333334,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\TypeUtils.java,com.alibaba.fastjson.util.TypeUtils$MethodInheritanceComparator,0.0,-1.0,4.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\JSONScanner.java,com.alibaba.fastjson.parser.JSONScanner,7.0,0.7446808,348.0,797.0,0.6960699,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$JSONPathParser,0.0,-1.0,91.0,180.0,0.6642066,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\Jdk8DateCodec.java,com.alibaba.fastjson.parser.deserializer.Jdk8DateCodec,0.0,0.11111111,63.0,42.0,0.4,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\JSONPDeserializer.java,com.alibaba.fastjson.parser.deserializer.JSONPDeserializer,0.0,-1.0,8.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\JavaBeanDeserializer.java,com.alibaba.fastjson.parser.deserializer.JavaBeanDeserializer,0.0,-1.0,469.0,44.0,0.08576998,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$MatchSegement,1.0,0.0,1.0,12.0,0.9230769,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$MaxSegment,0.0,-1.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\DefaultFieldDeserializer.java,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,0.0,0.5,35.0,9.0,0.20454545,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\ThrowableDeserializer.java,com.alibaba.fastjson.parser.deserializer.ThrowableDeserializer,8.0,0.6666667,43.0,1.0,0.022727273,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$NotNullSegement,1.0,0.0,1.0,2.0,0.6666667,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\BeanContext.java,com.alibaba.fastjson.serializer.BeanContext,0.0,-1.0,9.0,2.0,0.18181819,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\LongCodec.java,com.alibaba.fastjson.serializer.LongCodec,0.0,-1.0,15.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\JodaCodec.java,com.alibaba.fastjson.serializer.JodaCodec,0.0,-1.0,47.0,43.0,0.47777778,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\AntiCollisionHashMap.java,com.alibaba.fastjson.util.AntiCollisionHashMap$ValueIterator,0.0,0.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$KeySetSegment,0.0,-1.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\Base64.java,com.alibaba.fastjson.util.Base64,0.0,-1.0,0.0,21.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastjsonSockJsMessageCodec.java,com.alibaba.fastjson.support.spring.FastjsonSockJsMessageCodec,0.0,0.0,2.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\SimplePropertyPreFilter.java,com.alibaba.fastjson.serializer.SimplePropertyPreFilter,0.0,-1.0,2.0,8.0,0.8,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$MinSegment,0.0,-1.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\PropertyProcessableDeserializer.java,com.alibaba.fastjson.parser.deserializer.PropertyProcessableDeserializer,0.0,-1.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONException.java,com.alibaba.fastjson.JSONException,0.0,0.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$PropertySegment,0.0,-1.0,50.0,25.0,0.33333334,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\AntiCollisionHashMap.java,com.alibaba.fastjson.util.AntiCollisionHashMap$KeyIterator,0.0,0.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\ByteBufferCodec.java,com.alibaba.fastjson.serializer.ByteBufferCodec$ByteBufferBean,0.0,-1.0,0.0,3.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\hsf\HSFJSONUtils.java,com.alibaba.fastjson.support.hsf.HSFJSONUtils,0.0,-1.0,26.0,7.0,0.21212122,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastJsonHttpMessageConverter.java,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,0.0,0.0,41.0,7.0,0.14583333,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\SerializeFilterable.java,com.alibaba.fastjson.serializer.SerializeFilterable,0.0,-1.0,6.0,61.0,0.9104478,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastJsonpResponseBodyAdvice.java,com.alibaba.fastjson.support.spring.FastJsonpResponseBodyAdvice,0.0,-1.0,3.0,2.0,0.4,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\geo\Geometry.java,com.alibaba.fastjson.support.geo.Geometry,0.0,-1.0,0.0,3.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONValidator.java,com.alibaba.fastjson.JSONValidator$UTF8Validator,2.0,1.0,1.0,7.0,0.875,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\asm\Type.java,com.alibaba.fastjson.asm.Type,0.0,-1.0,0.0,31.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\SerializeConfig.java,com.alibaba.fastjson.serializer.SerializeConfig,0.0,-1.0,220.0,43.0,0.1634981,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\PropertyPreFilters.java,com.alibaba.fastjson.support.spring.PropertyPreFilters$MySimplePropertyPreFilter,0.0,0.0,4.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\geo\MultiLineString.java,com.alibaba.fastjson.support.geo.MultiLineString,0.0,0.0,0.0,2.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\AdderSerializer.java,com.alibaba.fastjson.serializer.AdderSerializer,0.0,-1.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\IdentityHashMap.java,com.alibaba.fastjson.util.IdentityHashMap,0.0,-1.0,11.0,9.0,0.45,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONWriter.java,com.alibaba.fastjson.JSONWriter,0.0,-1.0,34.0,10.0,0.22727273,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$IntInSegement,1.0,0.0,1.0,3.0,0.75,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPathException.java,com.alibaba.fastjson.JSONPathException,0.0,0.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastJsonHttpMessageConverter4.java,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter4,4.0,1.0,0.0,0.0,-1.0,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\geo\MultiPoint.java,com.alibaba.fastjson.support.geo.MultiPoint,0.0,0.0,0.0,2.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\FieldDeserializer.java,com.alibaba.fastjson.parser.deserializer.FieldDeserializer,0.0,-1.0,66.0,6.0,0.083333336,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\FloatCodec.java,com.alibaba.fastjson.serializer.FloatCodec,0.0,-1.0,8.0,1.0,0.11111111,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\FastJsonViewResponseBodyAdvice.java,com.alibaba.fastjson.support.spring.FastJsonViewResponseBodyAdvice,0.0,-1.0,4.0,1.0,0.2,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\TimeDeserializer.java,com.alibaba.fastjson.parser.deserializer.TimeDeserializer,0.0,-1.0,12.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\DoubleSerializer.java,com.alibaba.fastjson.serializer.DoubleSerializer,0.0,-1.0,2.0,1.0,0.33333334,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$StringOpSegement,1.0,0.0,7.0,6.0,0.46153846,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\DefaultExtJSONParser.java,com.alibaba.fastjson.parser.DefaultExtJSONParser,0.0,0.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\AtomicCodec.java,com.alibaba.fastjson.serializer.AtomicCodec,0.0,-1.0,15.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\ASMSerializerFactory.java,com.alibaba.fastjson.serializer.ASMSerializerFactory,0.0,-1.0,1160.0,166.0,0.12518854,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\StringCodec.java,com.alibaba.fastjson.serializer.StringCodec,0.0,-1.0,16.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\deserializer\OptionalCodec.java,com.alibaba.fastjson.parser.deserializer.OptionalCodec,0.0,-1.0,12.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\springfox\SwaggerJsonSerializer.java,com.alibaba.fastjson.support.springfox.SwaggerJsonSerializer,0.0,-1.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONValidator.java,com.alibaba.fastjson.JSONValidator$UTF8InputStreamValidator,2.0,1.0,2.0,23.0,0.92,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONValidator.java,com.alibaba.fastjson.JSONValidator$ReaderValidator,2.0,1.0,2.0,23.0,0.92,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\util\AntiCollisionHashMap.java,com.alibaba.fastjson.util.AntiCollisionHashMap$EntrySet,0.0,0.0,3.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\ListSerializer.java,com.alibaba.fastjson.serializer.ListSerializer,0.0,-1.0,24.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\CollectionCodec.java,com.alibaba.fastjson.serializer.CollectionCodec,0.0,-1.0,24.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPatch.java,com.alibaba.fastjson.JSONPatch$Operation,0.0,-1.0,0.0,0.0,-1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$IntBetweenSegement,1.0,0.0,1.0,4.0,0.8,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\ArraySerializer.java,com.alibaba.fastjson.serializer.ArraySerializer,0.0,-1.0,10.0,1.0,0.09090909,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\JSONLexerBase.java,com.alibaba.fastjson.parser.JSONLexerBase,0.0,-1.0,610.0,1503.0,0.7113109,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\JSONLibDataFormatSerializer.java,com.alibaba.fastjson.serializer.JSONLibDataFormatSerializer,0.0,-1.0,9.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\jaxrs\FastJsonProvider.java,com.alibaba.fastjson.support.jaxrs.FastJsonProvider,0.0,-1.0,29.0,10.0,0.25641027,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\JSONReaderScanner.java,com.alibaba.fastjson.parser.JSONReaderScanner,7.0,1.0,26.0,91.0,0.7777778,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath,0.0,-1.0,204.0,65.0,0.2416357,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\AnnotationSerializer.java,com.alibaba.fastjson.serializer.AnnotationSerializer,0.0,-1.0,8.0,17.0,0.68,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\spring\PropertyPreFilters.java,com.alibaba.fastjson.support.spring.PropertyPreFilters,0.0,-1.0,0.0,2.0,1.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\ClobSerializer.java,com.alibaba.fastjson.serializer.ClobSerializer,0.0,-1.0,2.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\JSONSerializer.java,com.alibaba.fastjson.serializer.JSONSerializer,4.0,0.0,28.0,52.0,0.65,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\serializer\DateCodec.java,com.alibaba.fastjson.serializer.DateCodec,1.0,0.33333334,93.0,0.0,0.0,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$ValueSegment,1.0,0.0,1.0,1.0,0.5,0.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\parser\SymbolTable.java,com.alibaba.fastjson.parser.SymbolTable,0.0,-1.0,1.0,7.0,0.875,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\asm\MethodWriter.java,com.alibaba.fastjson.asm.MethodWriter,0.0,-1.0,32.0,16.0,0.33333334,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONPath.java,com.alibaba.fastjson.JSONPath$FilterSegment,0.0,-1.0,1.0,0.0,0.0,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\geo\Point.java,com.alibaba.fastjson.support.geo.Point,0.0,0.0,2.0,11.0,0.84615386,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONArray.java,com.alibaba.fastjson.JSONArray,0.0,0.0,7.0,26.0,0.7878788,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\JSONValidator.java,com.alibaba.fastjson.JSONValidator,0.0,-1.0,9.0,89.0,0.90816325,-1.0
C:\Users\sugii syuji\fastjson\src\main\java\com\alibaba\fastjson\support\geo\FeatureCollection.java,com.alibaba.fastjson.support.geo.FeatureCollection,0.0,0.0,0.0,1.0,1.0,-1.0
